C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_27_929.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_27_929.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_27_929.jpg, 0, 0, 0, 7.836894E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_031.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_031.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_031.jpg, 0, 0, 0, 7.804696E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_133.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_133.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_133.jpg, 0, 0, 0, 7.796771E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_240.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_240.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_240.jpg, 0, 0, 0, 7.82444E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_342.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_342.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_342.jpg, 0, 0, 0, 8.005892E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_454.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_454.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_454.jpg, 0, 0, 0, 7.874375E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_557.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_557.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_557.jpg, 0, 0, 0, 7.84398E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_665.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_665.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_665.jpg, 0, 0, 0, 7.847159E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_768.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_768.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_768.jpg, 0, 0, 0, 7.797271E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_876.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_876.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_876.jpg, 0, 0, 0, 7.828083E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_28_987.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_28_987.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_28_987.jpg, 0, 0, 0, 7.801763E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_092.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_092.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_092.jpg, 0, 0, 0, 7.991332E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_202.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_202.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_202.jpg, 0, 0, 0, 7.779986E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_306.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_306.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_306.jpg, 0, 0, 0, 7.788977E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_422.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_422.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_422.jpg, 0, 0, 0, 7.842469E-05
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_530.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_530.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_530.jpg, 0, 0.0425619, 0, 0.02064491
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_633.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_633.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_633.jpg, 0, 0.3888699, 0, 0.4363773
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_744.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_744.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_744.jpg, 0, 0.7229784, 0, 1.127026
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_847.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_847.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_847.jpg, 0, 0.9953247, 0, 2.227137
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_29_950.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_29_950.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_29_950.jpg, 0, 1, 0, 3.404717
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_052.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_052.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_052.jpg, 0, 1, 0, 4.812034
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_163.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_163.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_163.jpg, -0.1270806, 1, 0, 5.967159
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_265.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_265.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_265.jpg, -0.3883752, 1, 0, 7.078947
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_374.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_374.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_374.jpg, -0.7593968, 1, 0, 8.329284
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_477.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_477.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_477.jpg, -0.9638254, 1, 0, 9.297929
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_585.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_585.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_585.jpg, -0.6773155, 1, 0, 10.42025
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_696.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_696.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_696.jpg, -0.3063349, 0.8171656, 0, 11.49526
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_798.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_798.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_798.jpg, -0.0008457787, 0.5116765, 0, 12.43482
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_30_912.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_30_912.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_30_912.jpg, 0, 0.3265979, 0, 12.69703
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_014.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_014.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_014.jpg, 0, 0.6290828, 0, 13.19808
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_122.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_122.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_122.jpg, 0, 0.9580908, 0, 13.97718
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_223.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_223.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_223.jpg, 0, 1, 0, 15.08713
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_327.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_327.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_327.jpg, 0, 1, 0, 16.02032
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_439.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_439.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_439.jpg, 0, 1, 0, 17.26898
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_547.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_547.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_547.jpg, 0, 1, 0, 18.47189
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_656.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_656.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_656.jpg, -0.3253224, 1, 0, 19.63072
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_766.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_766.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_766.jpg, -0.03027633, 1, 0, 20.53485
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_874.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_874.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_874.jpg, 0, 1, 0, 21.75356
C:\TRACK_SHIVKUMAR\IMG\center_2022_02_16_11_16_31_981.jpg, C:\TRACK_SHIVKUMAR\IMG\left_2022_02_16_11_16_31_981.jpg, C:\TRACK_SHIVKUMAR\IMG\right_2022_02_16_11_16_31_981.jpg, 0, 1, 0, 22.7824
